account_id,client_id,region,product,collateral_value,loan_amount,margin_requirement_pct,required_collateral,eligible_collateral,exposure,margin_deficit,margin_call_amount,call_date,due_date,status,days_to_due,risk_band
ACC10341,CL1161,UK,Multi-Asset,793152.51,376739.13,0.55,835341.75,652677.91,0.0,182663.84,182663.84,2026-07-19,2026-07-21,Met,-27,Critical
ACC10342,CL1162,UK,ETF,292614.32,255108.43,0.65,726804.64,775633.44,0.0,0.0,0.0,2026-06-12,2026-06-15,Met,-63,Low
ACC10343,CL1163,US,ETF,239510.09,225282.3,0.6,561801.25,451921.62,0.0,109879.63,109879.63,2026-07-14,2026-07-16,Overdue,-32,Critical
ACC10344,CL1164,UK,ETF,441295.13,373587.85,0.55,828354.43,604104.52,0.0,224249.91,224249.91,2026-07-03,2026-07-04,Met,-44,Critical
ACC10345,CL1165,UK,Equity,389399.67,341461.63,0.55,757121.13,739088.83,0.0,18032.3,18032.3,2026-06-13,2026-06-14,Overdue,-64,Medium
ACC10346,CL1166,UK,Equity,314921.59,179816.63,0.55,398706.5,397755.53,0.0,950.97,950.97,2026-06-26,2026-06-28,Open,-50,Medium
ACC10347,CL1167,UK,Equity,745858.05,693881.8,0.55,1538540.58,1747715.22,0.0,0.0,0.0,2026-06-21,2026-06-23,Met,-55,Low
ACC10348,CL1168,US,Equity,905714.04,496750.51,0.6,1238779.33,1224521.98,0.0,14257.35,14257.35,2026-06-28,2026-06-30,Overdue,-48,Medium
ACC10349,CL1169,US,Fixed Income,472742.05,437624.36,0.65,1246793.05,1088126.7,0.0,158666.35,158666.35,2026-07-18,2026-07-20,Overdue,-28,Critical
ACC10350,CL1170,UK,Equity,1339956.3,1269487.53,0.5,2533907.25,2791113.89,0.0,0.0,0.0,2026-07-10,2026-07-12,Met,-36,Low
ACC10351,CL1171,UK,Equity,187912.77,151431.65,0.55,335768.63,325742.39,0.0,10026.24,10026.24,2026-08-05,2026-08-07,Met,-10,Medium
ACC10352,CL1172,Singapore,Multi-Asset,382603.85,359866.42,0.65,1025260.46,758323.79,0.0,266936.67,266936.67,2026-08-12,2026-08-13,Open,-4,Critical
ACC10353,CL1173,UK,Multi-Asset,258430.81,189887.18,0.55,421035.88,413846.81,0.0,7189.07,7189.07,2026-06-23,2026-06-25,Overdue,-53,Medium
ACC10354,CL1174,US,Multi-Asset,109108.44,63257.9,0.6,157750.37,182045.39,0.0,0.0,0.0,2026-07-18,2026-07-20,Met,-28,Low
ACC10355,CL1175,US,Multi-Asset,415812.4,277969.73,0.65,791936.55,711282.81,0.0,80653.74,80653.74,2026-06-02,2026-06-03,Met,-75,High
ACC10356,CL1176,UK,Equity,403805.81,301554.29,0.55,668634.79,567111.22,0.0,101523.57,101523.57,2026-06-20,2026-06-22,Disputed,-56,Critical
ACC10357,CL1177,US,Equity,1376545.02,669745.29,0.5,1336816.95,1031668.07,0.0,305148.88,305148.88,2026-07-29,2026-07-30,Open,-18,Critical
ACC10358,CL1178,UK,Fixed Income,710062.85,540479.7,0.6,1347829.68,1045542.16,0.0,302287.52,302287.52,2026-07-16,2026-07-19,Met,-29,Critical
ACC10359,CL1179,Singapore,Fixed Income,205224.52,193031.91,0.55,428008.67,392221.04,0.0,35787.63,35787.63,2026-06-03,2026-06-04,Met,-74,High
ACC10360,CL1180,UK,Equity,1777235.14,968688.81,0.6,2415682.82,2410464.73,0.0,5218.09,5218.09,2026-07-25,2026-07-27,Disputed,-21,Medium
ACC10361,CL1001,UK,Fixed Income,1105463.51,935551.07,0.65,2665387.66,1973207.02,0.0,692180.64,692180.64,2026-06-12,2026-06-13,Met,-65,Critical
ACC10362,CL1002,UK,Equity,684588.55,618833.41,0.55,1372136.16,1605103.33,0.0,0.0,0.0,2026-07-10,2026-07-12,Met,-36,Low
ACC10363,CL1003,UK,Equity,373299.72,344126.64,0.6,858171.17,924736.77,0.0,0.0,0.0,2026-08-05,2026-08-06,Met,-11,Low
ACC10364,CL1004,UK,ETF,215436.3,200370.37,0.6,499676.73,496334.87,0.0,3341.86,3341.86,2026-06-16,2026-06-17,Overdue,-61,Medium
ACC10365,CL1005,Singapore,ETF,334651.48,237846.79,0.55,527376.47,587613.06,0.0,0.0,0.0,2026-07-04,2026-07-05,Met,-43,Low
ACC10366,CL1006,UK,ETF,1001051.46,939640.91,0.65,2677039.63,1981259.3,0.0,695780.33,695780.33,2026-07-14,2026-07-17,Overdue,-31,Critical
ACC10367,CL1007,Singapore,Equity,1818349.41,1506784.52,0.55,3340985.63,3135245.86,0.0,205739.77,205739.77,2026-06-06,2026-06-07,Met,-71,Critical
ACC10368,CL1008,Singapore,Multi-Asset,1407650.62,747231.23,0.6,1863419.53,1891457.59,0.0,0.0,0.0,2026-08-03,2026-08-04,Met,-13,Low
ACC10369,CL1009,US,Equity,306619.53,211092.23,0.5,421341.78,469512.29,0.0,0.0,0.0,2026-06-22,2026-06-24,Met,-54,Low
ACC10370,CL1010,US,Equity,191049.33,154590.54,0.6,385512.57,420877.48,0.0,0.0,0.0,2026-06-18,2026-06-19,Met,-59,Low
ACC10371,CL1011,US,Multi-Asset,491719.98,282085.08,0.55,625465.81,524474.74,0.0,100991.07,100991.07,2026-06-12,2026-06-15,Met,-63,Critical
ACC10372,CL1012,US,Multi-Asset,117438.55,90463.81,0.65,257731.65,301659.45,0.0,0.0,0.0,2026-07-22,2026-07-23,Met,-25,Low
ACC10373,CL1013,US,Multi-Asset,563755.42,441589.76,0.5,881416.69,671791.93,0.0,209624.76,209624.76,2026-07-21,2026-07-23,Overdue,-25,Critical
ACC10374,CL1014,Hong Kong,Fixed Income,396050.92,210441.61,0.6,524792.04,596986.01,0.0,0.0,0.0,2026-08-10,2026-08-11,Met,-6,Low
ACC10375,CL1015,US,Fixed Income,311910.83,228487.99,0.6,569795.49,675475.53,0.0,0.0,0.0,2026-07-18,2026-07-19,Met,-29,Low
ACC10376,CL1016,US,ETF,133782.78,111817.45,0.65,318568.23,251215.5,0.0,67352.73,67352.73,2026-06-19,2026-06-21,Met,-57,High
ACC10377,CL1017,Singapore,Equity,650307.16,454855.93,0.6,1134304.06,1203534.08,0.0,0.0,0.0,2026-06-06,2026-06-08,Met,-70,Low
ACC10378,CL1018,US,Equity,296699.28,135310.17,0.65,385499.06,277614.36,0.0,107884.7,107884.7,2026-06-27,2026-06-29,Overdue,-49,Critical
ACC10379,CL1019,Hong Kong,Equity,183976.33,83620.78,0.65,238235.84,215058.21,0.0,23177.63,23177.63,2026-07-23,2026-07-24,Met,-24,Medium
ACC10380,CL1020,US,Equity,51318.33,32254.32,0.65,91892.65,88046.18,0.0,3846.47,3846.47,2026-07-18,2026-07-19,Open,-29,Medium
ACC10381,CL1021,US,Fixed Income,433377.23,395715.46,0.55,877417.87,868926.76,0.0,8491.11,8491.11,2026-06-07,2026-06-08,Overdue,-70,Medium
ACC10382,CL1022,Hong Kong,ETF,1671427.65,943250.79,0.6,2352246.36,2747349.94,0.0,0.0,0.0,2026-07-29,2026-08-01,Met,-16,Low
ACC10383,CL1023,UK,Equity,1537924.61,1179867.84,0.65,3361446.84,3482880.26,0.0,0.0,0.0,2026-08-08,2026-08-09,Met,-8,Low
ACC10384,CL1024,Singapore,Equity,314009.28,176171.12,0.7,585286.11,550542.93,0.0,34743.18,34743.18,2026-06-11,2026-06-12,Met,-66,High
ACC10385,CL1025,Hong Kong,Fixed Income,281627.61,172028.0,0.7,571521.59,631438.5,0.0,0.0,0.0,2026-06-15,2026-06-16,Met,-62,Low
ACC10386,CL1026,Hong Kong,Equity,628807.65,549591.12,0.6,1370551.42,1610763.05,0.0,0.0,0.0,2026-08-03,2026-08-05,Met,-12,Low
ACC10387,CL1027,US,Multi-Asset,209234.5,170407.0,0.55,377842.57,268658.56,0.0,109184.01,109184.01,2026-06-03,2026-06-04,Met,-74,Critical
ACC10388,CL1028,US,ETF,554789.44,276118.5,0.6,688574.81,820272.07,0.0,0.0,0.0,2026-08-08,2026-08-11,Met,-6,Low
ACC10389,CL1029,Hong Kong,ETF,785880.65,522100.6,0.65,1487466.1,1105285.59,0.0,382180.51,382180.51,2026-06-23,2026-06-24,Met,-54,Critical
ACC10390,CL1030,Hong Kong,ETF,1110365.63,515859.08,0.6,1286431.62,1424328.59,0.0,0.0,0.0,2026-07-23,2026-07-25,Met,-23,Low
ACC10391,CL1031,Singapore,Fixed Income,410398.72,283357.77,0.6,706627.86,593685.68,0.0,112942.18,112942.18,2026-07-07,2026-07-08,Met,-40,Critical
ACC10392,CL1032,UK,Equity,379740.99,296660.12,0.65,845185.53,647488.04,0.0,197697.49,197697.49,2026-06-09,2026-06-11,Open,-67,Critical
ACC10393,CL1033,US,Fixed Income,229008.19,116622.72,0.6,290829.73,267542.36,0.0,23287.37,23287.37,2026-06-15,2026-06-18,Overdue,-60,Medium
ACC10394,CL1034,Hong Kong,ETF,237955.68,141450.96,0.65,402994.19,411851.31,0.0,0.0,0.0,2026-06-03,2026-06-04,Met,-74,Low
ACC10395,CL1035,US,Equity,373301.18,242241.97,0.6,604094.69,537931.78,0.0,66162.91,66162.91,2026-08-09,2026-08-12,Met,-5,High
ACC10396,CL1036,Singapore,Multi-Asset,582756.16,530171.46,0.6,1322123.34,961557.44,0.0,360565.9,360565.9,2026-06-17,2026-06-18,Open,-60,Critical
ACC10397,CL1037,Singapore,Fixed Income,877812.65,830961.6,0.6,2072223.44,2071665.12,0.0,558.32,558.32,2026-06-26,2026-06-29,Open,-49,Medium
ACC10398,CL1038,UK,Fixed Income,242223.42,114439.82,0.65,326039.37,375337.06,0.0,0.0,0.0,2026-06-21,2026-06-23,Met,-55,Low
ACC10399,CL1039,Hong Kong,Multi-Asset,1355277.01,1125562.93,0.55,2495704.94,2225189.7,0.0,270515.24,270515.24,2026-08-11,2026-08-12,Met,-5,Critical
ACC10400,CL1040,Hong Kong,Multi-Asset,361008.69,229551.72,0.55,508983.86,411343.65,0.0,97640.21,97640.21,2026-06-21,2026-06-22,Met,-56,High
ACC10401,CL1041,US,Fixed Income,435380.02,281355.24,0.7,934735.02,861160.79,0.0,73574.23,73574.23,2026-06-11,2026-06-12,Disputed,-66,High
ACC10402,CL1042,Singapore,Fixed Income,252607.26,208939.67,0.55,463280.86,335499.36,0.0,127781.5,127781.5,2026-07-08,2026-07-09,Overdue,-39,Critical
ACC10403,CL1043,UK,Fixed Income,71812.93,65293.27,0.6,162826.11,180776.68,0.0,0.0,0.0,2026-08-11,2026-08-12,Met,-5,Low
ACC10404,CL1044,Hong Kong,Fixed Income,858579.06,794584.27,0.6,1981506.91,2205754.85,0.0,0.0,0.0,2026-07-05,2026-07-06,Met,-42,Low
ACC10405,CL1045,US,ETF,768835.97,567832.49,0.6,1416041.12,1407545.2,0.0,8495.92,8495.92,2026-06-14,2026-06-15,Open,-63,Medium
ACC10406,CL1046,Singapore,Fixed Income,358256.44,225185.88,0.65,641555.21,562356.15,0.0,79199.06,79199.06,2026-06-14,2026-06-16,Open,-62,High
ACC10407,CL1047,UK,Equity,465209.46,392531.9,0.55,870358.98,957300.6,0.0,0.0,0.0,2026-06-10,2026-06-11,Met,-67,Low
ACC10408,CL1048,US,Multi-Asset,651449.01,374909.36,0.6,934936.06,913753.69,0.0,21182.37,21182.37,2026-06-12,2026-06-13,Met,-65,Medium
ACC10409,CL1049,Singapore,Multi-Asset,137048.56,100324.62,0.6,250186.08,278448.64,0.0,0.0,0.0,2026-07-08,2026-07-10,Met,-38,Low
ACC10410,CL1050,US,Equity,297512.19,187221.22,0.65,533393.79,541783.75,0.0,0.0,0.0,2026-07-04,2026-07-05,Met,-43,Low
ACC10411,CL1051,US,Fixed Income,802669.65,624730.26,0.55,1385211.22,1512931.49,0.0,0.0,0.0,2026-07-11,2026-07-12,Met,-36,Low
ACC10412,CL1052,Singapore,Equity,172695.11,98470.66,0.6,245562.74,245386.3,0.0,176.44,176.44,2026-06-10,2026-06-11,Open,-67,Medium
ACC10413,CL1053,Singapore,Equity,551373.9,300937.93,0.55,667268.14,605259.27,0.0,62008.87,62008.87,2026-06-17,2026-06-20,Open,-58,High
ACC10414,CL1054,UK,Fixed Income,159941.54,145405.98,0.55,322407.94,380110.23,0.0,0.0,0.0,2026-06-17,2026-06-19,Met,-59,Low
ACC10415,CL1055,UK,Equity,627703.05,314417.61,0.55,697156.56,676630.12,0.0,20526.44,20526.44,2026-08-06,2026-08-07,Open,-10,Medium
ACC10416,CL1056,UK,Fixed Income,430743.85,302803.86,0.55,671405.45,673114.02,0.0,0.0,0.0,2026-08-01,2026-08-03,Met,-14,Low
ACC10417,CL1057,US,Fixed Income,131748.64,73835.41,0.65,210357.29,170440.69,0.0,39916.6,39916.6,2026-06-01,2026-06-02,Met,-76,High
ACC10418,CL1058,US,ETF,1059761.58,497520.95,0.55,1103150.67,1117299.01,0.0,0.0,0.0,2026-06-12,2026-06-14,Met,-64,Low
ACC10419,CL1059,Hong Kong,Equity,255009.56,119346.87,0.7,396501.23,390872.43,0.0,5628.8,5628.8,2026-06-04,2026-06-06,Met,-72,Medium
ACC10420,CL1060,Hong Kong,Equity,240941.8,129532.93,0.7,430341.96,341011.23,0.0,89330.73,89330.73,2026-07-12,2026-07-14,Met,-34,High
ACC10421,CL1061,Hong Kong,ETF,514230.51,454263.61,0.6,1132826.96,826729.81,0.0,306097.15,306097.15,2026-06-13,2026-06-14,Disputed,-64,Critical
ACC10422,CL1062,Hong Kong,Multi-Asset,1047040.33,619051.47,0.55,1372619.67,1375611.51,0.0,0.0,0.0,2026-06-04,2026-06-05,Met,-73,Low
ACC10423,CL1063,US,ETF,206516.1,191074.81,0.6,476495.79,515495.13,0.0,0.0,0.0,2026-08-08,2026-08-09,Met,-8,Low
ACC10424,CL1064,UK,Equity,463360.15,343262.36,0.65,977955.44,940500.42,0.0,37455.02,37455.02,2026-06-19,2026-06-21,Met,-57,High
ACC10425,CL1065,US,ETF,610242.91,407829.67,0.6,1017031.6,827239.58,0.0,189792.02,189792.02,2026-06-02,2026-06-04,Open,-74,Critical
ACC10426,CL1066,UK,ETF,744024.47,550611.16,0.5,1099024.27,1135578.9,0.0,0.0,0.0,2026-06-12,2026-06-14,Met,-64,Low
ACC10427,CL1067,UK,Fixed Income,505008.82,357722.59,0.6,892076.28,660183.61,0.0,231892.67,231892.67,2026-08-13,2026-08-16,Met,-1,Critical
ACC10428,CL1068,Singapore,Equity,335953.86,278636.14,0.65,793835.16,731056.18,0.0,62778.98,62778.98,2026-06-06,2026-06-07,Met,-71,High
ACC10429,CL1069,US,Fixed Income,237829.03,140615.95,0.65,400615.24,313154.27,0.0,87460.97,87460.97,2026-06-08,2026-06-10,Overdue,-68,High
ACC10430,CL1070,US,ETF,471940.37,295682.53,0.55,655615.37,519397.85,0.0,136217.52,136217.52,2026-07-21,2026-07-23,Open,-25,Critical
ACC10431,CL1071,US,Multi-Asset,197974.94,177592.86,0.65,505962.56,405350.37,0.0,100612.19,100612.19,2026-06-11,2026-06-14,Open,-64,Critical
ACC10432,CL1072,Hong Kong,Equity,49463.34,45665.95,0.55,101254.88,90456.4,0.0,10798.48,10798.48,2026-08-02,2026-08-05,Met,-12,Medium
ACC10433,CL1073,UK,ETF,613797.2,550133.61,0.55,1219808.45,885062.64,0.0,334745.81,334745.81,2026-07-27,2026-07-29,Overdue,-19,Critical
ACC10434,CL1074,US,Multi-Asset,871482.56,574937.96,0.7,1910092.89,1716976.23,0.0,193116.66,193116.66,2026-06-12,2026-06-13,Met,-65,Critical
ACC10435,CL1075,US,Equity,75192.04,63175.06,0.55,140077.74,133893.83,0.0,6183.91,6183.91,2026-08-12,2026-08-14,Met,-3,Medium
ACC10436,CL1076,Hong Kong,Multi-Asset,207461.69,142768.47,0.55,316559.8,298087.63,0.0,18472.17,18472.17,2026-06-02,2026-06-03,Open,-75,Medium
ACC10437,CL1077,US,Fixed Income,703881.78,491851.42,0.5,981739.36,875114.66,0.0,106624.7,106624.7,2026-06-08,2026-06-10,Met,-68,Critical
ACC10438,CL1078,Hong Kong,Equity,2070129.25,1143415.3,0.7,3798721.93,4252947.66,0.0,0.0,0.0,2026-06-11,2026-06-14,Met,-64,Low
ACC10439,CL1079,Hong Kong,Equity,449367.03,335032.4,0.65,954508.26,737513.55,0.0,216994.71,216994.71,2026-07-23,2026-07-24,Met,-24,Critical
ACC10440,CL1080,US,Fixed Income,256272.8,139173.54,0.65,396505.81,377809.92,0.0,18695.89,18695.89,2026-06-10,2026-06-12,Open,-66,Medium
ACC10441,CL1081,US,Equity,385704.83,237510.23,0.65,676667.32,494657.82,0.0,182009.5,182009.5,2026-06-08,2026-06-09,Open,-69,Critical
ACC10442,CL1082,Singapore,ETF,1240664.04,1088701.43,0.55,2413972.13,1775664.4,0.0,638307.73,638307.73,2026-07-06,2026-07-07,Overdue,-41,Critical
ACC10443,CL1083,US,Equity,272536.24,150859.14,0.6,376207.33,371291.4,0.0,4915.93,4915.93,2026-08-15,2026-08-16,Met,-1,Medium
ACC10444,CL1084,US,ETF,242948.8,117970.87,0.6,294191.7,289193.15,0.0,4998.55,4998.55,2026-06-14,2026-06-16,Met,-62,Medium
ACC10445,CL1085,Hong Kong,Equity,308026.89,149240.2,0.5,297884.63,339295.59,0.0,0.0,0.0,2026-07-24,2026-07-27,Met,-21,Low
ACC10446,CL1086,Singapore,Multi-Asset,216425.91,199196.73,0.6,496749.95,486286.83,0.0,10463.12,10463.12,2026-06-21,2026-06-24,Met,-54,Medium
ACC10447,CL1087,Singapore,Multi-Asset,485047.81,341211.84,0.7,1133594.15,1337522.65,0.0,0.0,0.0,2026-07-20,2026-07-21,Met,-27,Low
ACC10448,CL1088,Hong Kong,Multi-Asset,1496304.33,979639.48,0.5,1955368.22,1416365.93,0.0,539002.29,539002.29,2026-07-09,2026-07-11,Disputed,-37,Critical
ACC10449,CL1089,US,Fixed Income,563718.03,482226.55,0.55,1069238.47,800863.72,0.0,268374.75,268374.75,2026-06-20,2026-06-22,Open,-56,Critical
ACC10450,CL1090,US,Equity,366126.75,317766.15,0.55,704581.26,508730.87,0.0,195850.39,195850.39,2026-06-07,2026-06-08,Overdue,-70,Critical
ACC10451,CL1091,Hong Kong,Fixed Income,355450.6,218991.52,0.55,485568.78,384880.47,0.0,100688.31,100688.31,2026-06-09,2026-06-10,Met,-68,Critical
ACC10452,CL1092,UK,Equity,136982.29,109148.73,0.7,362620.37,351972.04,0.0,10648.33,10648.33,2026-06-01,2026-06-02,Open,-76,Medium
ACC10453,CL1093,UK,Equity,857976.8,716892.3,0.6,1787761.35,1828497.44,0.0,0.0,0.0,2026-06-26,2026-06-29,Met,-49,Low
ACC10454,CL1094,Singapore,Equity,417325.64,324397.8,0.6,808972.07,584719.01,0.0,224253.06,224253.06,2026-07-08,2026-07-10,Met,-38,Critical
ACC10455,CL1095,US,ETF,386404.51,203170.54,0.65,578833.45,678963.21,0.0,0.0,0.0,2026-07-08,2026-07-10,Met,-38,Low
ACC10456,CL1096,UK,Fixed Income,4851656.14,4307987.03,0.55,9552077.67,10708668.91,0.0,0.0,0.0,2026-07-31,2026-08-01,Met,-16,Low
ACC10457,CL1097,US,Fixed Income,553526.37,398288.39,0.6,993237.88,842569.89,0.0,150667.99,150667.99,2026-07-14,2026-07-16,Open,-32,Critical
ACC10458,CL1098,UK,Equity,251741.16,148838.49,0.6,371168.3,274142.59,0.0,97025.71,97025.71,2026-07-14,2026-07-15,Disputed,-33,High
ACC10459,CL1099,US,Equity,321332.54,212919.47,0.6,530971.25,416782.45,0.0,114188.8,114188.8,2026-08-13,2026-08-14,Disputed,-3,Critical
ACC10460,CL1100,US,Multi-Asset,1046889.85,490766.83,0.7,1630454.58,1244806.76,0.0,385647.82,385647.82,2026-08-01,2026-08-03,Open,-14,Critical
ACC10461,CL1101,US,Equity,481640.28,247531.03,0.65,705216.61,537122.51,0.0,168094.1,168094.1,2026-06-06,2026-06-07,Open,-71,Critical
ACC10462,CL1102,UK,ETF,150435.77,125278.9,0.6,312416.21,299694.89,0.0,12721.32,12721.32,2026-06-17,2026-06-19,Disputed,-59,Medium
ACC10463,CL1103,Hong Kong,Equity,881536.51,396696.56,0.65,1130189.63,930059.86,0.0,200129.77,200129.77,2026-07-21,2026-07-22,Open,-26,Critical
ACC10464,CL1104,UK,Fixed Income,268040.12,176446.23,0.55,391233.33,343921.43,0.0,47311.9,47311.9,2026-07-08,2026-07-10,Met,-38,High
ACC10465,CL1105,Singapore,Fixed Income,1803019.53,1282406.82,0.5,2559694.25,3058201.53,0.0,0.0,0.0,2026-06-24,2026-06-25,Met,-53,Low
ACC10466,CL1106,US,Equity,994540.45,474711.27,0.55,1052574.88,1096948.41,0.0,0.0,0.0,2026-07-21,2026-07-23,Met,-25,Low
ACC10467,CL1107,US,Equity,316319.66,296245.72,0.6,738767.38,867675.15,0.0,0.0,0.0,2026-06-10,2026-06-11,Met,-67,Low
ACC10468,CL1108,Singapore,Fixed Income,1156330.6,651086.59,0.6,1623657.33,1252291.63,0.0,371365.7,371365.7,2026-08-11,2026-08-12,Open,-5,Critical
ACC10469,CL1109,US,Fixed Income,465511.29,280284.05,0.6,698962.72,622824.53,0.0,76138.19,76138.19,2026-06-21,2026-06-24,Met,-54,High
ACC10470,CL1110,Singapore,Equity,838676.44,504859.11,0.7,1677272.79,1639309.23,0.0,37963.56,37963.56,2026-08-09,2026-08-10,Open,-7,High
ACC10471,CL1111,US,Multi-Asset,636379.02,359686.72,0.6,896974.36,662307.06,0.0,234667.3,234667.3,2026-07-27,2026-07-29,Open,-19,Critical
ACC10472,CL1112,Singapore,Equity,234505.08,105700.1,0.6,263591.27,185065.78,0.0,78525.49,78525.49,2026-07-09,2026-07-12,Open,-36,High
ACC10473,CL1113,US,Equity,273030.18,222430.15,0.5,443972.36,459607.81,0.0,0.0,0.0,2026-07-03,2026-07-04,Met,-44,Low
ACC10474,CL1114,Singapore,Multi-Asset,957873.13,894100.57,0.5,1784631.88,1821948.1,0.0,0.0,0.0,2026-07-29,2026-07-30,Met,-18,Low
ACC10475,CL1115,UK,Equity,344179.47,193479.37,0.6,482492.19,436845.73,0.0,45646.46,45646.46,2026-06-18,2026-06-20,Met,-58,High
ACC10476,CL1116,Singapore,ETF,326852.3,255442.78,0.6,637014.41,601865.25,0.0,35149.16,35149.16,2026-07-26,2026-07-29,Met,-19,High
ACC10477,CL1117,US,Equity,216134.91,177435.56,0.65,505514.42,458866.31,0.0,46648.11,46648.11,2026-07-27,2026-07-30,Open,-18,High
ACC10478,CL1118,UK,Equity,607859.65,531398.62,0.55,1178267.45,838929.4,0.0,339338.05,339338.05,2026-08-15,2026-08-16,Overdue,-1,Critical
ACC10479,CL1119,Singapore,Multi-Asset,2077952.7,1374180.46,0.5,2742875.17,2379953.84,0.0,362921.33,362921.33,2026-07-18,2026-07-20,Open,-28,Critical
ACC10480,CL1120,UK,Equity,198660.04,119487.15,0.6,297972.94,234963.92,0.0,63009.02,63009.02,2026-07-12,2026-07-13,Met,-35,High
ACC10481,CL1121,UK,Multi-Asset,450523.08,276011.87,0.55,611999.71,458517.58,0.0,153482.13,153482.13,2026-06-27,2026-06-30,Disputed,-48,Critical
ACC10482,CL1122,Hong Kong,Equity,1275903.89,1028774.92,0.5,2053442.95,2419695.48,0.0,0.0,0.0,2026-08-13,2026-08-16,Met,-1,Low
ACC10483,CL1123,UK,Equity,416761.32,357743.64,0.65,1019212.65,1018886.36,0.0,326.29,326.29,2026-07-22,2026-07-23,Disputed,-25,Medium
ACC10484,CL1124,UK,Equity,621119.55,335905.79,0.5,670470.64,713600.77,0.0,0.0,0.0,2026-07-12,2026-07-13,Met,-35,Low
ACC10485,CL1125,UK,Fixed Income,199427.26,126730.14,0.6,316035.26,271057.71,0.0,44977.55,44977.55,2026-07-02,2026-07-03,Met,-45,High
ACC10486,CL1126,Singapore,Equity,610009.81,549600.6,0.55,1218626.61,1092588.4,0.0,126038.21,126038.21,2026-06-26,2026-06-27,Met,-51,Critical
ACC10487,CL1127,US,Multi-Asset,384477.98,328093.04,0.55,727479.02,595413.93,0.0,132065.09,132065.09,2026-06-25,2026-06-27,Overdue,-51,Critical
ACC10488,CL1128,US,ETF,926618.76,873272.58,0.6,2177737.11,1629998.85,0.0,547738.26,547738.26,2026-08-14,2026-08-15,Overdue,-2,Critical
ACC10489,CL1129,Singapore,Multi-Asset,1077915.39,891569.83,0.65,2540084.99,2005437.28,0.0,534647.71,534647.71,2026-06-23,2026-06-24,Disputed,-54,Critical
ACC10490,CL1130,Singapore,Equity,3085340.96,1994974.06,0.6,4974997.66,5466313.62,0.0,0.0,0.0,2026-07-27,2026-07-28,Met,-20,Low
ACC10491,CL1131,UK,Multi-Asset,683324.33,509294.55,0.65,1450981.62,1507240.39,0.0,0.0,0.0,2026-07-22,2026-07-25,Met,-23,Low
ACC10492,CL1132,UK,Fixed Income,564867.93,440883.45,0.55,977568.63,951628.3,0.0,25940.33,25940.33,2026-07-01,2026-07-03,Overdue,-45,High
ACC10493,CL1133,US,Fixed Income,511850.68,250411.64,0.65,713423.48,668866.57,0.0,44556.91,44556.91,2026-08-03,2026-08-04,Open,-13,High
ACC10494,CL1134,US,Fixed Income,339464.71,245177.87,0.55,543631.64,631274.38,0.0,0.0,0.0,2026-08-10,2026-08-11,Met,-6,Low
ACC10495,CL1135,UK,Fixed Income,570268.67,458872.62,0.65,1307329.4,962674.85,0.0,344654.55,344654.55,2026-07-03,2026-07-06,Open,-42,Critical
ACC10496,CL1136,US,ETF,354494.8,189179.93,0.6,471770.4,396428.86,0.0,75341.54,75341.54,2026-06-02,2026-06-04,Met,-74,High
ACC10497,CL1137,UK,Equity,501995.15,421834.49,0.7,1401443.49,1226219.51,0.0,175223.98,175223.98,2026-06-18,2026-06-19,Met,-59,Critical
ACC10498,CL1138,US,Equity,1188494.75,881728.08,0.6,2198823.14,2399384.19,0.0,0.0,0.0,2026-07-17,2026-07-18,Met,-30,Low
ACC10499,CL1139,Singapore,Multi-Asset,207958.35,192592.49,0.5,384416.15,459860.63,0.0,0.0,0.0,2026-07-03,2026-07-04,Met,-44,Low
ACC10500,CL1140,Singapore,ETF,1040184.77,490146.66,0.5,978336.65,802564.05,0.0,175772.6,175772.6,2026-07-05,2026-07-06,Open,-42,Critical
ACC10501,CL1141,Hong Kong,Fixed Income,1188064.77,692241.46,0.65,1972197.89,2242692.06,0.0,0.0,0.0,2026-07-21,2026-07-23,Met,-25,Low
ACC10502,CL1142,UK,ETF,404921.54,304005.75,0.6,758119.08,845538.84,0.0,0.0,0.0,2026-06-18,2026-06-21,Met,-57,Low
ACC10503,CL1143,US,Equity,90094.0,53901.43,0.65,153565.33,124745.52,0.0,28819.81,28819.81,2026-08-11,2026-08-12,Open,-5,High
ACC10504,CL1144,Hong Kong,Equity,280445.17,226378.73,0.55,501948.4,451586.05,0.0,50362.35,50362.35,2026-06-30,2026-07-02,Open,-46,High
ACC10505,CL1145,Hong Kong,Fixed Income,1170271.01,970742.89,0.6,2420805.21,2190432.76,0.0,230372.45,230372.45,2026-07-14,2026-07-15,Overdue,-33,Critical
ACC10506,CL1146,US,Equity,434890.24,217992.2,0.5,435114.17,,0.0,0.0,0.0,2026-07-23,2026-07-25,Met,-23,Low
ACC10507,CL1147,Singapore,Equity,209090.68,147811.9,0.7,491069.44,388163.85,0.0,102905.59,102905.59,2026-06-10,2026-06-12,Met,-66,Critical
ACC10508,CL1148,Hong Kong,ETF,302979.01,213432.13,0.65,608068.75,668619.62,0.0,0.0,0.0,2026-07-22,2026-07-23,Met,-25,Low
ACC10509,CL1149,Singapore,Equity,831066.44,527428.33,0.7,1752253.59,1519372.7,0.0,232880.89,232880.89,2026-07-19,2026-07-20,Open,-28,Critical
